pID,experience,trialID,imageID,imageName,timestamp,cancerType,diagnosis,diagnosticGrading,groundTruth,distanceToGroundtruth,distanceToGroundtruthISUP,taskCompletionTime,imgW,imgH,zoom,imageZoom,accuracyType,correctness,downScale,tissueArea,tumorArea,ratioTumorToTissue,numTumors,minSize,meanSize,maxSize,stdSize,tumorSpan,portionTumorAnnotated,iouTumorVsAnnotation,numFixation,zoomTime,panTime,interpretTime,notInImageTime,otherTime,numZoom,numPan,zoomProp,panProp,interpretProp,tumorAccuracyGroup,minZoom,meanZoom,maxZoom
P2,1,43,C58,test_094.tif,9/16/2022 19:26,Lymph,Malignant,,1,0,,31.084,94208,82432,29.857,0.6716,correct,1,16,3311936,367747,0.11103686800000001,14,11,26268,362878,93362,1077,0.6920654690000001,0.537848353,51,4.321000000000001,0.74,9.6,0.418,16.005,18,3,0.294727508,0.050474047,0.654798445,1,0.0175,0.26728974358974356,0.6716
P2,1,49,C35,test_113.tif,9/16/2022 19:31,Lymph,Malignant,,1,0,,50.536,131072,107520,27.491,0.4444,correct,1,16,8137137,5165378,0.63479059,9,1,573931,4373179,1363954,4435,0.85379463,0.5598885339999999,88,9.363,5.016,33.644,0.066,2.447,27,2,0.194969077,0.104449951,0.700580972,1,0.0134,0.18003478260869568,1.0
P2,1,57,C44,test_021.tif,9/16/2022 19:41,Lymph,Malignant,,1,0,,79.101,97792,221184,3.375,0.022000000000000002,correct,1,16,6228206,13898224,2.23149716,25,1,555929,10653874,2155975,6814,0.8542062640000001,0.573115332,172,9.127,5.617000000000001,53.251999999999995,7.6160000000000005,3.489,32,17,0.134228484,0.0826078,0.7831637159999999,1,0.0065,0.06314999999999996,0.3754
P2,1,58,C18,test_068.tif,9/16/2022 19:42,Lymph,Malignant,,1,0,,24.816999999999997,97792,221184,2.25,0.0146,correct,1,16,3986465,630728,0.158217368,45,30,14016,614106,90469,2953,0.999250073,0.242771233,50,3.0389999999999997,1.2429999999999999,10.097000000000001,0.8170000000000001,9.621,12,6,0.211349885,0.086445511,0.7022046040000001,1,0.0065,0.06356744186046506,0.3754
P2,1,59,C24,test_082.tif,9/16/2022 19:43,Lymph,Malignant,,1,0,,35.167,97792,217088,3.375,0.0224,correct,1,16,4165392,298572,0.071679208,193,23,1547,118408,10334,5608,0.214624948,0.124599937,72,2.887,1.324,12.085999999999999,0.38299999999999995,18.487000000000002,14,5,0.177149169,0.081241946,0.741608885,1,0.0066,0.14705111111111108,0.5738
P3,3,1,C1,test_001.tif,9/19/2022 13:23,Lymph,Malignant,,1,0,,36.001999999999995,86016,89600,7.595,0.122,correct,1,16,2821180,388903,0.13785118300000002,32,1,12153,239679,43959,3489,0.12904246,0.12902554,76,0.35200000000000004,0.33299999999999996,13.157,2.569,19.590999999999998,3,1,0.025429851,0.024057217000000002,0.950512932,1,0.0161,0.061868421052631545,0.122
P3,3,4,C44,test_021.tif,9/19/2022 13:26,Lymph,Malignant,,1,0,,48.354,97792,221184,1.5,0.0098,correct,1,16,6228206,13898224,2.23149716,25,1,555929,10653874,2155975,6814,0.001151226,0.001151226,97,6.189,1.7619999999999998,26.795,0.299,13.309000000000001,8,5,0.178121223,0.050710873,0.771167904,1,0.0065,0.14685357142857156,0.2503
P3,3,8,C55,test_071.tif,9/19/2022 13:30,Lymph,Malignant,,1,0,,31.358,155648,96768,1.0,0.0136,correct,1,16,2802298,1436587,0.51264605,81,1,17736,714496,108307,6571,0.026938848999999997,0.026938848999999997,66,2.371,0.406,17.506,0.0,11.075,8,1,0.11689592300000001,0.020016763,0.863087314,1,0.0136,0.08468125000000004,0.3489
P3,3,10,C46,test_026.tif,9/19/2022 13:31,Lymph,Malignant,,1,0,,27.76,98304,103936,2.25,0.0312,correct,1,16,2640223,1098772,0.416166362,286,9,3842,1042384,61519,4007,0.018579833,0.018536864,66,2.537,0.435,21.965,0.85,1.973,6,1,0.10173637599999999,0.017443959,0.880819666,1,0.0139,0.12751500000000004,0.7989
P3,3,16,C34,test_108.tif,9/19/2022 13:37,Lymph,Malignant,,1,0,,24.576,97792,221184,57.66,0.3754,correct,1,16,1021142,43119,0.042226253,4,581,10780,36501,14982,363,0.606994596,0.581118586,57,1.3840000000000001,0.0,9.258,0.049,13.885,5,0,0.130050742,0.0,0.869949258,1,0.0065,0.2776820512820514,0.3754
P3,3,19,C18,test_068.tif,9/19/2022 13:40,Lymph,Malignant,,1,0,,22.267,97792,221184,7.593,0.0494,correct,1,16,3986465,630728,0.158217368,45,30,14016,614106,90469,2953,0.050741365999999996,0.050741365999999996,46,3.602,0.272,7.285,0.467,10.640999999999998,5,1,0.32278878,0.024374944,0.652836276,1,0.0065,0.1513655172413794,0.5631
P3,3,23,C19,test_073.tif,9/19/2022 13:43,Lymph,Malignant,,1,0,,21.043000000000003,159744,86016,25.629,0.34,correct,1,16,5137291,2708706,0.5272634939999999,27,1,100322,622507,173526,9099,0.02642221,0.02642221,39,1.635,0.0,8.189,0.0,11.219000000000001,2,0,0.166429153,0.0,0.8335708470000001,1,0.0133,0.04768947368421053,0.34
P3,3,25,C54,test_069.tif,9/19/2022 13:45,Lymph,Malignant,,1,0,,60.853,212992,103936,25.629,0.255,correct,1,16,13974913,108577,0.007769422,33,15,3290,32147,7716,10397,0.11487699999999999,0.108333695,168,6.944,9.921,34.544000000000004,0.0,9.443999999999999,16,16,0.135073625,0.192981774,0.671944601,1,0.0099,0.09789400000000005,0.3825
P3,3,30,C47,test_027.tif,9/19/2022 13:49,Lymph,Malignant,,1,0,,26.333000000000002,97792,221184,2.25,0.0146,correct,1,16,2599057,173342,0.066694189,1,173342,173342,173342,0,568,0.69788626,0.670634085,61,4.136,0.0,11.475999999999999,0.517,10.204,6,0,0.26492441699999997,0.0,0.735075583,1,0.0065,0.1034853658536585,0.2503
P3,3,31,C32,test_104.tif,9/19/2022 13:50,Lymph,Malignant,,1,0,,40.176,96768,210432,3.375,0.0231,correct,1,16,4058610,209213,0.051547944000000005,7,163,29888,111340,43506,4190,0.199433114,0.198803103,105,2.336,5.273,29.755,1.0170000000000001,1.795,9,3,0.062520073,0.141125147,0.79635478,1,0.0068,0.1284897435897435,0.2631
P3,3,32,C33,test_105.tif,9/19/2022 13:50,Lymph,Malignant,,1,0,,23.168000000000003,126976,93184,0.9259999999999999,0.0155,correct,1,16,15525382,20114959,1.295617654,18,1,1117498,19868546,4547879,6255,0.906306545,0.789452672,43,0.0,0.0,5.185,0.184,17.799,1,0,0.0,0.0,1.0,1,0.0155,0.015500000000000009,0.0155
P3,3,38,C56,test_090.tif,9/19/2022 14:00,Lymph,Malignant,,1,0,,20.737,97792,214528,25.628,0.172,correct,1,16,6246409,8774299,1.4046949219999998,54,1,162487,5629693,849207,6790,0.019676558,0.019676558,38,1.103,0.544,8.594,0.28300000000000003,10.213,4,2,0.107704326,0.053119812999999995,0.839175862,1,0.0067,0.10679999999999998,0.172
P3,3,40,C24,test_082.tif,9/19/2022 14:02,Lymph,Malignant,,1,0,,52.961000000000006,97792,217088,5.063,0.0336,correct,1,16,4165392,298572,0.071679208,193,23,1547,118408,10334,5608,0.147053307,0.140568472,128,5.957000000000001,3.766,40.601,0.0,2.637,12,5,0.11837294300000001,0.074835069,0.806791988,1,0.0066,0.20331553398058258,0.3825
P3,3,41,C21,test_075.tif,9/19/2022 14:03,Lymph,Malignant,,1,0,,27.965,97792,212992,17.086,0.1155,correct,1,16,3991907,441756,0.11066289900000001,51,60,8662,162134,27201,4069,0.330447125,0.311774769,54,1.952,0.0,19.699,0.21600000000000003,6.098,3,0,0.090157498,0.0,0.909842502,1,0.0068,0.08543999999999997,0.1155
P3,3,42,C41,test_002.tif,9/19/2022 14:03,Lymph,Malignant,,1,0,,15.876,97792,221184,25.627,0.1669,correct,1,16,2189730,138686,0.06333474900000001,17,13,8158,73123,20417,5399,0.397257113,0.39133986299999995,33,1.002,0.292,9.231,0.5329999999999999,4.8180000000000005,5,1,0.09520189999999999,0.027743467999999997,0.877054632,1,0.0065,0.12253043478260872,0.1669
P3,3,43,C35,test_113.tif,9/19/2022 14:04,Lymph,Malignant,,1,0,,14.954,131072,107520,9.436,0.1526,correct,1,16,8137137,5165378,0.63479059,9,1,573931,4373179,1363954,4435,0.616336888,0.532400705,38,1.135,0.0,7.975,0.249,5.595,4,0,0.12458836400000001,0.0,0.8754116359999999,1,0.0134,0.0397962962962963,0.1526
P3,3,44,C51,test_040.tif,9/19/2022 14:04,Lymph,Malignant,,1,0,,12.56,97792,221696,17.086,0.111,correct,1,16,2345977,1443842,0.615454457,32,1,45120,807722,149652,3226,0.248478019,0.244657288,26,1.551,0.0,5.886,0.402,4.721,3,0,0.208551835,0.0,0.791448165,1,0.0065,0.07754285714285714,0.111
P3,3,49,C5,test_016.tif,9/19/2022 14:08,Lymph,Malignant,,1,0,,19.104,110592,93184,6.124,0.1173,correct,1,16,6160924,2662910,0.432225751,54,2,49313,1955980,276560,4795,0.48795265299999996,0.431082914,44,0.784,0.6629999999999999,9.228,0.884,7.545,2,2,0.073442623,0.062107728,0.8644496490000001,1,0.0155,0.04822142857142857,0.1173
P3,3,54,C58,test_094.tif,9/19/2022 14:11,Lymph,Malignant,,1,0,,22.085,94208,82432,3.932,0.0884,correct,1,16,3311936,367747,0.11103686800000001,14,11,26268,362878,93362,1077,0.431193184,0.42882370299999995,49,3.452,0.0,10.309000000000001,0.016,8.308,7,0,0.250853862,0.0,0.749146138,1,0.0175,0.2343424242424242,0.6716
P3,3,58,C10,test_051.tif,9/19/2022 14:13,Lymph,Malignant,,1,0,,79.76899999999999,96768,211968,5.062,0.0344,correct,1,16,1519524,252653,0.166271148,91,31,2776,209333,21780,2566,0.304172125,0.192577075,214,12.405999999999999,10.948,49.888999999999996,0.0,6.526,22,16,0.16938137399999997,0.149475035,0.681143591,1,0.0068,0.17843435897435894,0.8814
P4,2,4,C33,test_105.tif,9/21/2022 9:59,Lymph,Malignant,,1,0,,59.29,126976,93184,0.9259999999999999,0.0155,correct,1,16,15525382,20114959,1.295617654,18,1,1117498,19868546,4547879,6255,0.028581763,0.028501312999999997,114,5.471,1.173,27.851999999999997,0.033,24.761,3,2,0.15859809800000002,0.034003942,0.8073979590000001,1,0.0155,0.03014687499999993,0.1173
P4,2,5,C41,test_002.tif,9/21/2022 10:00,Lymph,Malignant,,1,0,,172.19299999999998,97792,221184,30.338,0.1975,correct,1,16,2189730,138686,0.06333474900000001,17,13,8158,73123,20417,5399,0.46493517700000003,0.453672368,486,38.080999999999996,54.77,64.094,2.9019999999999997,12.345999999999998,10,60,0.242639141,0.348975756,0.40838510299999997,1,0.0065,0.3467142241379278,1.0
P4,2,6,C44,test_021.tif,9/21/2022 10:03,Lymph,Malignant,,1,0,,39.427,97792,221184,1.0,0.0065,correct,1,16,6228206,13898224,2.23149716,25,1,555929,10653874,2155975,6814,0.648600066,0.521176341,97,5.688,1.53,15.935,15.664000000000001,0.61,6,4,0.245670108,0.066082149,0.688247743,1,0.0065,0.03835774647887321,0.1669
P4,2,7,C34,test_108.tif,9/21/2022 10:04,Lymph,Malignant,,1,0,,38.080999999999996,97792,221184,25.627,0.1669,correct,1,16,1021142,43119,0.042226253,4,581,10780,36501,14982,363,0.8147220479999999,0.720290331,25,3.85,1.4469999999999998,28.113000000000003,1.285,3.386,3,3,0.11523496,0.043310386,0.8414546540000001,1,0.0065,0.11541666666666667,0.1669
P4,2,8,C35,test_113.tif,9/21/2022 10:05,Lymph,Malignant,,1,0,,34.821999999999996,131072,107520,14.154000000000002,0.2288,correct,1,16,8137137,5165378,0.63479059,9,1,573931,4373179,1363954,4435,0.10941212800000001,0.10731839900000001,81,2.7689999999999997,0.0,29.906999999999996,0.0,2.146,4,0,0.084741094,0.0,0.9152589059999999,1,0.0134,0.050187931034482734,0.2288
P4,2,9,C21,test_075.tif,9/21/2022 10:05,Lymph,Malignant,,1,0,,27.99,97792,212992,11.390999999999998,0.077,correct,1,16,3991907,441756,0.11066289900000001,51,60,8662,162134,27201,4069,0.316020609,0.278117778,61,2.419,0.922,20.979,0.25,3.42,3,2,0.09946546099999999,0.037911184,0.862623355,1,0.0068,0.04802040816326529,0.077
P4,2,21,C47,test_027.tif,9/21/2022 10:33,Lymph,Malignant,,1,0,,24.889,97792,221184,17.085,0.1112,correct,1,16,2599057,173342,0.066694189,1,173342,173342,173342,0,568,0.425742174,0.41273916,54,1.986,0.342,11.784,0.11599999999999999,10.661,3,1,0.140731293,0.024234693999999998,0.8350340140000001,1,0.0065,0.06153061224489799,0.1112
P4,2,22,C1,test_001.tif,9/21/2022 10:33,Lymph,Malignant,,1,0,,19.262999999999998,86016,89600,3.375,0.0542,correct,1,16,2821180,388903,0.13785118300000002,32,1,12153,239679,43959,3489,0.48579723,0.476755014,44,0.652,0.735,8.17,0.11599999999999999,9.59,2,2,0.068222245,0.076906979,0.854870775,1,0.0161,0.03923214285714287,0.0542
P4,2,26,C32,test_104.tif,9/21/2022 10:39,Lymph,Malignant,,1,0,,24.603,96768,210432,25.629,0.1754,correct,1,16,4058610,209213,0.051547944000000005,7,163,29888,111340,43506,4190,0.346575022,0.320318781,65,7.59,1.07,8.738,0.233,6.972,5,2,0.436257041,0.061501322000000004,0.502241637,1,0.0068,0.05285283018867924,0.1754
P4,2,27,C18,test_068.tif,9/21/2022 10:39,Lymph,Malignant,,1,0,,32.086999999999996,97792,221184,86.49,0.5631,correct,1,16,3986465,630728,0.158217368,45,30,14016,614106,90469,2953,0.9023239809999999,0.510384429,79,4.471,0.0,21.2,3.4530000000000003,2.963,2,0,0.17416540100000003,0.0,0.8258345990000001,1,0.0065,0.3335590163934426,0.5631
P4,2,30,C55,test_071.tif,9/21/2022 10:43,Lymph,Malignant,,1,0,,17.738,155648,96768,7.593999999999999,0.1034,correct,1,16,2802298,1436587,0.51264605,81,1,17736,714496,108307,6571,0.40199932200000005,0.339845138,43,2.202,0.0,7.205,0.201,8.13,2,0,0.23408100399999998,0.0,0.7659189959999999,1,0.0136,0.048435294117647056,0.1034
P4,2,35,C27,test_092.tif,9/21/2022 10:50,Lymph,Malignant,,1,0,,56.933,126976,103936,9.457,0.1578,correct,1,16,5633860,43372,0.007698452,3,346,14457,41066,18827,288,0.878815826,0.58053216,158,9.203,12.399000000000001,34.312,0.049,0.97,10,16,0.164592052,0.221751261,0.613656687,1,0.0139,0.09692027027027024,0.2367
P4,2,37,C56,test_090.tif,9/21/2022 10:52,Lymph,Malignant,,1,0,,18.268,97792,214528,17.085,0.1147,correct,1,16,6246409,8774299,1.4046949219999998,54,1,162487,5629693,849207,6790,0.425944796,0.408140227,39,2.786,0.517,11.877,2.001,1.087,2,1,0.183530962,0.034057971,0.7824110670000001,1,0.0067,0.039929629629629634,0.1147
P4,2,38,C5,test_016.tif,9/21/2022 10:52,Lymph,Malignant,,1,0,,15.008,110592,93184,2.722,0.0522,correct,1,16,6160924,2662910,0.432225751,54,2,49313,1955980,276560,4795,0.595202617,0.494129417,30,1.135,0.0,5.606,0.15,8.117,2,0,0.168372645,0.0,0.831627355,1,0.0155,0.026510000000000013,0.0522
P4,2,42,C19,test_073.tif,9/21/2022 10:55,Lymph,Malignant,,1,0,,16.393,159744,86016,5.063,0.0672,correct,1,16,5137291,2708706,0.5272634939999999,27,1,100322,622507,173526,9099,0.13932409099999998,0.13932409099999998,34,1.685,0.0,6.505,0.0,8.203,2,0,0.20573870600000002,0.0,0.794261294,1,0.0133,0.027954838709677424,0.0672
P4,2,45,C51,test_040.tif,9/21/2022 10:57,Lymph,Malignant,,1,0,,18.342,97792,221696,25.629,0.1665,correct,1,16,2345977,1443842,0.615454457,32,1,45120,807722,149652,3226,0.549222145,0.421319347,39,3.253,0.0,5.475,2.215,7.399,3,0,0.372708524,0.0,0.627291476,1,0.0065,0.07823928571428573,0.1665
P4,2,47,C24,test_082.tif,9/21/2022 12:01,Lymph,Malignant,,1,0,,33.467,97792,217088,25.631999999999998,0.17,correct,1,16,4165392,298572,0.071679208,193,23,1547,118408,10334,5608,0.082254866,0.068615892,73,3.07,1.795,19.572,3.2680000000000002,5.7620000000000005,2,2,0.125629169,0.073454188,0.800916643,1,0.0066,0.114808064516129,0.17
P4,2,48,C58,test_094.tif,9/21/2022 12:01,Lymph,Malignant,,1,0,,21.372,94208,82432,29.857,0.6716,correct,1,16,3311936,367747,0.11103686800000001,14,11,26268,362878,93362,1077,0.784147797,0.536824195,52,4.456,0.0,6.854,0.6,9.462,2,0,0.39398762200000004,0.0,0.606012378,1,0.0175,0.375045652173913,0.6716
P4,2,52,C54,test_069.tif,9/21/2022 12:08,Lymph,Malignant,,1,0,,24.819000000000003,212992,103936,11.390999999999998,0.1133,correct,1,16,13974913,108577,0.007769422,33,15,3290,32147,7716,10397,0.239314035,0.187744308,60,2.719,0.899,13.546,0.0,7.655,2,2,0.158412957,0.052377068,0.789209974,1,0.0099,0.050606363636363644,0.1133
P4,2,53,C46,test_026.tif,9/21/2022 12:08,Lymph,Malignant,,1,0,,16.519000000000002,98304,103936,11.392000000000001,0.1578,correct,1,16,2640223,1098772,0.416166362,286,9,3842,1042384,61519,4007,0.91777093,0.667134833,34,2.9189999999999996,0.0,5.655,0.11599999999999999,7.829,4,0,0.340447866,0.0,0.659552134,1,0.0139,0.05568695652173912,0.1578
P4,2,54,C10,test_051.tif,9/21/2022 12:08,Lymph,Malignant,,1,0,,42.222,96768,211968,2.25,0.0153,correct,1,16,1519524,252653,0.166271148,91,31,2776,209333,21780,2566,0.11650366300000001,0.114351091,104,10.761,5.935,21.435,2.802,1.2890000000000001,5,6,0.282211324,0.155647636,0.56214104,1,0.0068,0.13490210526315793,0.5876
P5,1,3,C35,test_113.tif,9/22/2022 14:28,Lymph,Malignant,,1,0,,56.791000000000004,131072,107520,9.436,0.1526,correct,1,16,8137137,5165378,0.63479059,9,1,573931,4373179,1363954,4435,0.6427527670000001,0.588532861,112,7.357,0.0,46.103,0.0,3.3310000000000004,11,0,0.13761691,0.0,0.86238309,1,0.0134,0.07072698412698414,0.3432
P5,1,7,C19,test_073.tif,9/22/2022 14:33,Lymph,Malignant,,1,0,,48.263000000000005,159744,86016,5.063,0.0672,correct,1,16,5137291,2708706,0.5272634939999999,27,1,100322,622507,173526,9099,0.287532866,0.277385537,108,1.902,0.878,42.023999999999994,0.0,3.4589999999999996,6,3,0.042451567,0.019596465,0.9379519690000001,1,0.0133,0.05873934426229509,0.34
P5,1,9,C51,test_040.tif,9/22/2022 14:35,Lymph,Malignant,,1,0,,53.913000000000004,97792,221696,11.390999999999998,0.07400000000000001,correct,1,16,2345977,1443842,0.615454457,32,1,45120,807722,149652,3226,0.634487707,0.5704749179999999,94,4.269,0.556,48.52,0.467,0.10099999999999999,7,1,0.08002624400000001,0.01042272,0.909551036,1,0.0065,0.0677037735849057,0.3746
P5,1,12,C21,test_075.tif,9/22/2022 14:41,Lymph,Malignant,,1,0,,47.68,97792,212992,25.629,0.1733,correct,1,16,3991907,441756,0.11066289900000001,51,60,8662,162134,27201,4069,0.38749671799999996,0.354667076,117,6.29,1.006,40.076,0.0,0.308,10,4,0.132778857,0.021236172999999997,0.84598497,1,0.0068,0.1487198795180722,0.5848
P5,1,13,C55,test_071.tif,9/22/2022 14:42,Lymph,Malignant,,1,0,,32.121,155648,96768,1.0,0.0136,correct,1,16,2802298,1436587,0.51264605,81,1,17736,714496,108307,6571,0.472909055,0.409632692,55,0.601,0.223,30.851999999999997,0.23399999999999999,0.21100000000000002,5,1,0.018973355,0.00704003,0.9739866140000001,1,0.0136,0.03949999999999999,0.1551
P5,1,17,C58,test_094.tif,9/22/2022 14:44,Lymph,Malignant,,1,0,,19.906,94208,82432,1.7469999999999999,0.0393,correct,1,16,3311936,367747,0.11103686800000001,14,11,26268,362878,93362,1077,0.847346137,0.533849464,40,2.636,0.0,16.847,0.0,0.423,4,0,0.135297439,0.0,0.864702561,1,0.0175,0.07782799999999995,0.2985
P5,1,20,C27,test_092.tif,9/22/2022 14:46,Lymph,Malignant,,1,0,,39.525,126976,103936,4.203,0.0701,correct,1,16,5633860,43372,0.007698452,3,346,14457,41066,18827,288,0.7886193859999999,0.6872136940000001,101,2.888,3.865,32.412,0.10099999999999999,0.259,13,12,0.073739308,0.09868505,0.827575642,1,0.0139,0.08167500000000004,0.3551
P5,1,21,C1,test_001.tif,9/22/2022 14:46,Lymph,Malignant,,1,0,,27.83,86016,89600,5.063,0.0814,correct,1,16,2821180,388903,0.13785118300000002,32,1,12153,239679,43959,3489,0.541453782,0.510342671,37,1.2690000000000001,0.242,25.962,0.33399999999999996,0.023,3,1,0.046190805999999994,0.008808648,0.9450005459999999,1,0.0161,0.07222307692307689,0.1831
P5,1,24,C34,test_108.tif,9/22/2022 14:48,Lymph,Malignant,,1,0,,25.491999999999997,97792,221184,2.25,0.0146,correct,1,16,1021142,43119,0.042226253,4,581,10780,36501,14982,363,0.9574665459999999,0.406568516,55,1.735,0.752,21.868000000000002,1.1,0.037000000000000005,9,3,0.071237939,0.030876617000000002,0.897885444,1,0.0065,0.09626756756756753,0.3754
P5,1,27,C41,test_002.tif,9/22/2022 14:51,Lymph,Malignant,,1,0,,38.328,97792,221184,25.627,0.1669,correct,1,16,2189730,138686,0.06333474900000001,17,13,8158,73123,20417,5399,0.525871393,0.295250472,79,4.84,1.1079999999999999,31.517,0.65,0.213,14,5,0.129187241,0.029574269,0.8412384890000001,1,0.0065,0.10000192307692306,0.5631
P5,1,28,C32,test_104.tif,9/22/2022 14:52,Lymph,Malignant,,1,0,,26.925,96768,210432,17.086,0.1169,correct,1,16,4058610,209213,0.051547944000000005,7,163,29888,111340,43506,4190,0.332278587,0.275621583,67,4.168,1.022,21.73,0.0,0.005,10,5,0.154829123,0.037964339,0.807206538,1,0.0068,0.08725098039215688,0.2631
P5,1,34,C44,test_021.tif,9/22/2022 14:56,Lymph,Malignant,,1,0,,22.963,97792,221184,1.5,0.0098,correct,1,16,6228206,13898224,2.23149716,25,1,555929,10653874,2155975,6814,0.7108775909999999,0.620535889,41,2.269,0.0,4.486000000000001,15.747,0.461,4,0,0.335899334,0.0,0.6641006660000001,1,0.0065,0.03022777777777778,0.1112
P5,1,41,C18,test_068.tif,9/22/2022 15:04,Lymph,Malignant,,1,0,,32.144,97792,221184,11.39,0.0742,correct,1,16,3986465,630728,0.158217368,45,30,14016,614106,90469,2953,0.720694182,0.6100054079999999,56,1.204,0.546,29.813000000000002,0.183,0.39799999999999996,4,2,0.03814593,0.017298736000000002,0.944555334,1,0.0065,0.053063636363636375,0.0742
P5,1,44,C33,test_105.tif,9/22/2022 15:07,Lymph,Malignant,,1,0,,55.68,126976,93184,0.9259999999999999,0.0155,correct,1,16,15525382,20114959,1.295617654,18,1,1117498,19868546,4547879,6255,0.816930425,0.702113199,117,4.791,1.651,46.81399999999999,2.207,0.217,11,22,0.08996169400000001,0.031001202000000002,0.879037104,1,0.0155,0.027523529411764697,0.17600000000000002
P5,1,46,C56,test_090.tif,9/22/2022 15:09,Lymph,Malignant,,1,0,,21.846999999999998,97792,214528,7.593,0.051,correct,1,16,6246409,8774299,1.4046949219999998,54,1,162487,5629693,849207,6790,0.450971411,0.416429316,54,1.385,0.213,17.017,1.15,2.082,8,1,0.074402364,0.011442385,0.914155251,1,0.0067,0.06097999999999998,0.3871
P5,1,47,C5,test_016.tif,9/22/2022 15:09,Lymph,Malignant,,1,0,,22.945,110592,93184,1.21,0.0232,correct,1,16,6160924,2662910,0.432225751,54,2,49313,1955980,276560,4795,0.846116842,0.645790585,53,0.8009999999999999,0.365,19.985,0.0,1.794,4,1,0.03787055,0.017256867,0.944872583,1,0.0155,0.05750645161290329,0.264
P5,1,51,C46,test_026.tif,9/22/2022 15:11,Lymph,Malignant,,1,0,,56.29600000000001,98304,103936,3.375,0.0468,correct,1,16,2640223,1098772,0.416166362,286,9,3842,1042384,61519,4007,0.57567539,0.532932961,165,18.500999999999998,1.249,36.23,0.2,0.11599999999999999,31,5,0.330493033,0.02231154,0.647195427,1,0.0139,0.2631923913043479,0.7989
P5,1,53,C10,test_051.tif,9/22/2022 15:12,Lymph,Malignant,,1,0,,49.435,96768,211968,17.084,0.1161,correct,1,16,1519524,252653,0.166271148,91,31,2776,209333,21780,2566,0.265158142,0.220043094,143,12.360999999999999,2.051,34.428000000000004,0.284,0.311,21,9,0.253091728,0.041994267,0.704914005,1,0.0068,0.12709999999999996,0.5876
P5,1,54,C47,test_027.tif,9/22/2022 15:13,Lymph,Malignant,,1,0,,31.971,97792,221184,5.062,0.033,correct,1,16,2599057,173342,0.066694189,1,173342,173342,173342,0,568,0.91087561,0.752742459,70,7.275,1.169,23.465999999999998,0.05,0.011000000000000001,18,5,0.22798495800000002,0.036634283999999996,0.735380758,1,0.0065,0.08935636363636369,0.2503
P5,1,59,C24,test_082.tif,9/22/2022 15:18,Lymph,Malignant,,1,0,,46.388000000000005,97792,217088,17.088,0.1133,correct,1,16,4165392,298572,0.071679208,193,23,1547,118408,10334,5608,0.16305614699999998,0.129744078,147,5.239,2.6260000000000003,38.124,0.133,0.266,9,8,0.113918546,0.057100610999999996,0.828980843,1,0.0066,0.10628727272727258,0.3825
P6,3,8,C5,test_016.tif,10/4/2022 7:59,Lymph,Malignant,,1,0,,24.098000000000003,110592,93184,0.807,0.0155,correct,1,16,6160924,2662910,0.432225751,54,2,49313,1955980,276560,4795,0.8587631579999999,0.5766747720000001,36,0.585,0.0,9.357000000000001,14.110999999999999,0.045,3,0,0.058841279,0.0,0.941158721,1,0.0155,0.015500000000000009,0.0155
P6,3,9,C34,test_108.tif,10/4/2022 8:00,Lymph,Malignant,,1,0,,24.849,97792,221184,25.627,0.1669,correct,1,16,1021142,43119,0.042226253,4,581,10780,36501,14982,363,0.8698949420000001,0.798811653,50,0.266,0.0,23.737,0.551,0.295,5,0,0.011081948000000001,0.0,0.988918052,1,0.0065,0.12934782608695655,0.1669
P6,3,10,C54,test_069.tif,10/4/2022 8:00,Lymph,Malignant,,1,0,,30.171999999999997,212992,103936,5.063,0.0504,correct,1,16,13974913,108577,0.007769422,33,15,3290,32147,7716,10397,0.285032742,0.219369564,69,0.7020000000000001,2.121,27.183000000000003,0.0,0.166,10,6,0.023395321,0.070685863,0.9059188159999999,1,0.0099,0.05768979591836739,0.1133
P6,3,13,C19,test_073.tif,10/4/2022 8:02,Lymph,Malignant,,1,0,,28.974,159744,86016,1.0,0.0133,correct,1,16,5137291,2708706,0.5272634939999999,27,1,100322,622507,173526,9099,0.459977569,0.32281963199999997,66,0.0,0.0,28.74,0.201,0.033,1,0,0.0,0.0,1.0,1,0.0133,0.013299999999999992,0.0133
P6,3,14,C44,test_021.tif,10/4/2022 8:03,Lymph,Malignant,,1,0,,14.569,97792,221184,1.0,0.0065,correct,1,16,6228206,13898224,2.23149716,25,1,555929,10653874,2155975,6814,0.890192085,0.556438501,29,0.0,0.0,5.6370000000000005,8.908,0.024,1,0,0.0,0.0,1.0,1,0.0065,0.006500000000000002,0.0065
P6,3,20,C1,test_001.tif,10/4/2022 8:05,Lymph,Malignant,,1,0,,21.436,86016,89600,1.0,0.0161,correct,1,16,2821180,388903,0.13785118300000002,32,1,12153,239679,43959,3489,0.946148525,0.590082332,41,0.0,0.49200000000000005,11.600999999999999,9.325,0.018000000000000002,1,1,0.0,0.040684694,0.9593153059999999,1,0.0161,0.0161,0.0161
P6,3,21,C32,test_104.tif,10/4/2022 8:06,Lymph,Malignant,,1,0,,39.72,96768,210432,3.375,0.0231,correct,1,16,4058610,209213,0.051547944000000005,7,163,29888,111340,43506,4190,0.798545023,0.520161529,87,1.756,3.498,34.029,0.166,0.271,14,14,0.04470127,0.08904615199999999,0.866252577,1,0.0068,0.0678376811594203,0.1754
