pID,experience,trialID,imageID,imageName,timestamp,cancerType,diagnosis,diagnosticGrading,groundTruth,distanceToGroundtruth,distanceToGroundtruthISUP,taskCompletionTime,imgW,imgH,zoom,imageZoom,accuracyType,correctness,downScale,tissueArea,tumorArea,ratioTumorToTissue,numTumors,minSize,meanSize,maxSize,stdSize,tumorSpan,portionTumorAnnotated,iouTumorVsAnnotation,numFixation,zoomTime,panTime,interpretTime,notInImageTime,otherTime,numZoom,numPan,zoomProp,panProp,interpretProp,tumorAccuracyGroup,minZoom,meanZoom,maxZoom
P4,2,24,C14,test_056.tif,9/21/2022 10:36,Lymph,Atypical,,0,0,,89.802,97792,221184,38.44,0.2503,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,269,21.635,22.345,43.275,0.166,2.381,11,35,0.24795140699999998,0.256088476,0.49596011700000003,0,0.0065,0.1579718390804597,0.2503
P4,2,31,C52,test_043.tif,9/21/2022 10:43,Lymph,Atypical,,0,0,,164.88400000000001,97792,221184,129.736,0.8447,correct,1,16,1562692,0,0.0,0,0,0,0,0,0,0.0,0.0,443,25.723000000000003,47.981,87.178,0.5670000000000001,3.435,9,41,0.159887371,0.298237217,0.541875412,0,0.0065,0.4476267605633785,0.8447
P4,2,55,C38,test_118.tif,9/21/2022 12:09,Lymph,Atypical,,0,0,,159.184,97792,218112,100.976,0.6667,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,450,27.393,65.301,45.687,0.0,20.803,16,56,0.19795347600000002,0.471892818,0.330153706,0,0.0066,0.29433730158730287,1.0
P11,3,4,C13,test_054.tif,11/4/2022 13:43,Lymph,Atypical,,0,0,,181.547,97792,217088,150.77200000000002,1.0,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,512,12.069,38.542,126.00200000000001,1.618,3.3160000000000003,104,119,0.068335853,0.21822855600000002,0.713435591,0,0.0066,0.2652797040169141,1.0
P1,2,8,C13,test_054.tif,9/16/2022 13:31,Lymph,Benign,,0,0,,34.483000000000004,97792,217088,7.595,0.0504,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,92,7.774,2.099,15.898,0.8170000000000001,7.895,11,13,0.30165690100000003,0.081448139,0.616894959,0,0.0066,0.10617848101265816,0.255
P1,2,20,C8,test_045.tif,9/16/2022 13:38,Lymph,Benign,,0,0,,27.822,97792,221184,11.39,0.0742,correct,1,16,1786371,0,0.0,0,0,0,0,0,0,0.0,0.0,75,7.224,1.7109999999999999,12.867,0.134,5.886,11,13,0.331345748,0.078479039,0.590175213,0,0.0065,0.09657031250000007,0.3754
P1,2,30,C53,test_058.tif,9/16/2022 13:45,Lymph,Benign,,0,0,,28.845,94208,100352,5.061,0.0726,correct,1,16,5998123,0,0.0,0,0,0,0,0,0,0.0,0.0,90,6.306,1.1179999999999999,14.945,0.05,6.426,13,9,0.281907998,0.049979882999999996,0.668112119,0,0.0143,0.05545609756097565,0.1634
P1,2,32,C14,test_056.tif,9/16/2022 13:46,Lymph,Benign,,0,0,,40.766,97792,221184,11.39,0.0742,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,96,12.626,2.044,18.607,0.5,6.989,21,13,0.379421222,0.061423806,0.5591549720000001,0,0.0065,0.07245222222222233,0.1669
P1,2,33,C45,test_024.tif,9/16/2022 13:46,Lymph,Benign,,0,0,,20.026,97792,221184,3.375,0.022000000000000002,correct,1,16,1648700,0,0.0,0,0,0,0,0,0,0.0,0.0,53,6.223,0.93,7.476,0.266,5.131,8,6,0.42538792799999997,0.063572356,0.511039716,0,0.0065,0.06698888888888885,0.2503
P1,2,35,C36,test_115.tif,9/16/2022 13:47,Lymph,Benign,,0,0,,13.940999999999999,97792,221184,7.593,0.0494,correct,1,16,722237,0,0.0,0,0,0,0,0,0,0.0,0.0,32,2.668,0.43200000000000005,2.572,0.064,8.205,4,3,0.470380818,0.07616361099999999,0.453455571,0,0.0065,0.06874444444444444,0.1669
P1,2,39,C43,test_014.tif,9/16/2022 13:49,Lymph,Benign,,0,0,,24.191999999999997,110592,100352,0.7490000000000001,0.0143,correct,1,16,5037918,0,0.0,0,0,0,0,0,0,0.0,0.0,69,2.7539999999999996,1.8159999999999998,14.045,0.266,5.311,6,12,0.147945205,0.097555735,0.75449906,0,0.0143,0.05613157894736842,0.1634
P1,2,42,C28,test_095.tif,9/16/2022 13:50,Lymph,Benign,,0,0,,17.415,110592,57344,1.0,0.0192,correct,1,16,3504608,0,0.0,0,0,0,0,0,0,0.0,0.0,50,6.087999999999999,0.73,5.441,0.0,5.156000000000001,6,5,0.496614732,0.059548087,0.443837181,0,0.0192,0.07023658536585367,0.2183
P1,2,44,C57,test_091.tif,9/16/2022 13:51,Lymph,Benign,,0,0,,25.493000000000002,97792,221184,11.39,0.0742,correct,1,16,965121,0,0.0,0,0,0,0,0,0,0.0,0.0,72,3.786,2.1519999999999997,14.079,0.15,5.3260000000000005,12,12,0.189139232,0.10750861800000001,0.7033521509999999,0,0.0065,0.1036066666666667,0.2503
P1,2,47,C52,test_043.tif,9/16/2022 13:52,Lymph,Benign,,0,0,,24.480999999999998,97792,221184,17.085,0.1112,correct,1,16,1562692,0,0.0,0,0,0,0,0,0,0.0,0.0,66,5.221,1.704,12.525,0.131,4.9,10,11,0.268431877,0.087609254,0.643958869,0,0.0065,0.10119107142857145,0.1669
P1,2,49,C22,test_078.tif,9/16/2022 13:54,Lymph,Benign,,0,0,,33.298,110592,96768,2.6210000000000004,0.0502,correct,1,16,2814821,0,0.0,0,0,0,0,0,0,0.0,0.0,97,4.623,2.775,19.49,0.0,6.41,9,16,0.17193543600000002,0.103205891,0.724858673,0,0.0149,0.08252790697674427,0.2543
P1,2,50,C12,test_053.tif,9/16/2022 13:55,Lymph,Benign,,0,0,,36.593,97792,218624,11.390999999999998,0.075,correct,1,16,8265772,0,0.0,0,0,0,0,0,0,0.0,0.0,108,6.507000000000001,1.9780000000000002,21.94,0.2,5.968,15,12,0.213870173,0.065012325,0.721117502,0,0.0066,0.08093789473684214,0.2532
P1,2,52,C38,test_118.tif,9/16/2022 13:56,Lymph,Benign,,0,0,,18.62,97792,218112,2.25,0.0149,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,58,2.387,1.2229999999999999,9.368,0.316,5.3260000000000005,7,8,0.183926645,0.0942364,0.721836955,0,0.0066,0.08083255813953491,0.2538
P1,2,57,C26,test_085.tif,9/16/2022 14:02,Lymph,Benign,,0,0,,22.244,97792,220672,5.063,0.033,correct,1,16,1420861,0,0.0,0,0,0,0,0,0,0.0,0.0,62,3.639,1.449,16.129,0.066,0.961,11,10,0.17151340899999998,0.068294292,0.7601922990000001,0,0.0065,0.09145384615384616,0.2509
P1,2,59,C6,test_036.tif,9/16/2022 14:03,Lymph,Benign,,0,0,,14.155999999999999,97792,221696,1.5,0.0097,correct,1,16,2771766,0,0.0,0,0,0,0,0,0,0.0,0.0,41,3.92,0.45,3.903,0.484,5.399,7,3,0.47383053299999994,0.05439381099999999,0.471775656,0,0.0065,0.046641379310344844,0.07400000000000001
P2,1,4,C36,test_115.tif,9/16/2022 18:42,Lymph,Benign,,0,0,,96.242,97792,221184,2.6630000000000003,0.0173,correct,1,16,722237,0,0.0,0,0,0,0,0,0,0.0,0.0,270,27.493000000000002,8.436,42.051,3.7039999999999997,14.558,77,37,0.35256476,0.108181585,0.539253655,0,0.0065,0.4140454918032799,1.0
P2,1,6,C6,test_036.tif,9/16/2022 18:45,Lymph,Benign,,0,0,,106.054,97792,221696,9.011000000000001,0.0585,correct,1,16,2771766,0,0.0,0,0,0,0,0,0,0.0,0.0,265,21.766,8.664,51.256,1.382,22.986,86,35,0.266459369,0.10606468699999999,0.627475944,0,0.0065,0.30327642276422834,1.0
P2,1,9,C22,test_078.tif,9/16/2022 18:49,Lymph,Benign,,0,0,,101.055,110592,96768,0.777,0.0149,correct,1,16,2814821,0,0.0,0,0,0,0,0,0,0.0,0.0,245,26.158,7.973,44.55,2.319,20.055,104,33,0.332456374,0.101333232,0.566210394,0,0.0149,0.2377756521739128,1.0
P2,1,10,C45,test_024.tif,9/16/2022 18:51,Lymph,Benign,,0,0,,74.646,97792,221184,1.1840000000000002,0.0077,correct,1,16,1648700,0,0.0,0,0,0,0,0,0,0.0,0.0,178,22.768,6.685,30.462,0.267,14.464,71,29,0.380005007,0.111574731,0.508420262,0,0.0065,0.3243203592814374,1.0
P2,1,19,C13,test_054.tif,9/16/2022 19:00,Lymph,Benign,,0,0,,59.184,97792,217088,25.631999999999998,0.17,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,144,8.088,6.778,29.004,0.516,14.798,41,34,0.18436289,0.154501938,0.661135172,0,0.0066,0.20892330827067673,0.8606
P2,1,20,C14,test_056.tif,9/16/2022 19:01,Lymph,Benign,,0,0,,75.426,97792,221184,31.612,0.2058,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,182,13.097000000000001,8.709,31.971999999999998,0.983,20.665,41,41,0.24353825,0.161943546,0.594518204,0,0.0065,0.24229786585365917,1.0
P2,1,26,C57,test_091.tif,9/16/2022 19:11,Lymph,Benign,,0,0,,92.73200000000001,97792,221184,1.0,0.0065,correct,1,16,965121,0,0.0,0,0,0,0,0,0,0.0,0.0,237,24.872,9.956,39.966,0.15,17.788,94,39,0.332540043,0.133112282,0.534347675,0,0.0065,0.29264769585253464,1.0
P2,1,27,C28,test_095.tif,9/16/2022 19:12,Lymph,Benign,,0,0,,92.178,110592,57344,1.0,0.0192,correct,1,16,3504608,0,0.0,0,0,0,0,0,0,0.0,0.0,220,21.590999999999998,10.472000000000001,42.861999999999995,0.23399999999999999,17.019000000000002,76,49,0.288168168,0.139766433,0.572065399,0,0.0192,0.15384976303317524,0.7366
P2,1,28,C43,test_014.tif,9/16/2022 19:14,Lymph,Benign,,0,0,,61.813,110592,100352,0.7490000000000001,0.0143,correct,1,16,5037918,0,0.0,0,0,0,0,0,0,0.0,0.0,149,13.821,6.818,27.182,0.634,13.357999999999999,44,25,0.28901528600000004,0.142573346,0.5684113670000001,0,0.0143,0.17309130434782588,0.8275
P2,1,33,C8,test_045.tif,9/16/2022 19:18,Lymph,Benign,,0,0,,38.35,97792,221184,3.375,0.022000000000000002,correct,1,16,1786371,0,0.0,0,0,0,0,0,0,0.0,0.0,85,5.683,4.6160000000000005,16.589000000000002,0.885,10.577,38,23,0.21135822699999998,0.171675097,0.6169666770000001,0,0.0065,0.15981891891891892,0.5631
P2,1,34,C38,test_118.tif,9/16/2022 19:18,Lymph,Benign,,0,0,,55.6,97792,218112,13.297,0.0878,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,143,9.095,6.739,28.253,0.55,10.963,43,31,0.206296641,0.152856851,0.640846508,0,0.0066,0.21499689922480644,1.0
P2,1,37,C52,test_043.tif,9/16/2022 19:21,Lymph,Benign,,0,0,,47.713,97792,221184,3.995,0.026000000000000002,correct,1,16,1562692,0,0.0,0,0,0,0,0,0,0.0,0.0,106,8.963,5.449,21.718000000000004,0.05,11.533,47,24,0.248076391,0.150816496,0.601107113,0,0.0065,0.2429797979797986,1.0
P2,1,45,C12,test_053.tif,9/16/2022 19:27,Lymph,Benign,,0,0,,82.71,97792,218624,101.22200000000001,0.6667,correct,1,16,8265772,0,0.0,0,0,0,0,0,0,0.0,0.0,213,19.410999999999998,9.131,37.412,0.099,16.657,89,34,0.294311187,0.138444977,0.567243837,0,0.0066,0.145799441340782,1.0
P2,1,46,C26,test_085.tif,9/16/2022 19:28,Lymph,Benign,,0,0,,48.805,97792,220672,2.658,0.0173,correct,1,16,1420861,0,0.0,0,0,0,0,0,0,0.0,0.0,85,4.868,3.8489999999999998,23.441999999999997,0.335,16.311,33,21,0.151372866,0.119686557,0.728940577,0,0.0065,0.23329733333333313,1.0
P2,1,56,C53,test_058.tif,9/16/2022 19:38,Lymph,Benign,,0,0,,36.185,94208,100352,1.5,0.0215,correct,1,16,5998123,0,0.0,0,0,0,0,0,0,0.0,0.0,85,4.54,4.683,16.13,0.0,10.832,18,23,0.17907151,0.184711868,0.636216621,0,0.0143,0.09176410256410251,0.5516
P3,3,3,C53,test_058.tif,9/19/2022 13:25,Lymph,Benign,,0,0,,89.58200000000001,94208,100352,1.5,0.0215,correct,1,16,5998123,0,0.0,0,0,0,0,0,0,0.0,0.0,254,18.404,15.285,45.326,7.439,3.128,22,40,0.23291779999999998,0.193444283,0.573637917,0,0.0143,0.08297350427350435,0.3678
P3,3,5,C14,test_056.tif,9/19/2022 13:27,Lymph,Benign,,0,0,,97.275,97792,221184,25.627,0.1669,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,258,16.518,21.212,56.449,1.032,2.064,26,40,0.17538941800000002,0.22523067800000002,0.599379904,0,0.0065,0.09855603448275838,0.2503
P3,3,9,C22,test_078.tif,9/19/2022 13:31,Lymph,Benign,,0,0,,36.52,110592,96768,8.846,0.1695,correct,1,16,2814821,0,0.0,0,0,0,0,0,0,0.0,0.0,91,7.754,6.275,19.802,0.5660000000000001,2.123,14,8,0.229198073,0.185480772,0.585321155,0,0.0149,0.07494556962025319,0.3814
P3,3,14,C52,test_043.tif,9/19/2022 13:35,Lymph,Benign,,0,0,,48.695,97792,221184,5.062,0.033,correct,1,16,1562692,0,0.0,0,0,0,0,0,0,0.0,0.0,133,5.392,12.475999999999999,21.764,0.267,8.796,7,17,0.136051675,0.314796124,0.5491522,0,0.0065,0.12398034188034178,0.2503
P3,3,17,C38,test_118.tif,9/19/2022 13:38,Lymph,Benign,,0,0,,54.674,97792,218112,25.629,0.1692,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,127,7.0729999999999995,11.558,17.965999999999998,0.133,17.944000000000003,9,15,0.193267208,0.31581823600000003,0.490914556,0,0.0066,0.16823689320388344,0.5711
P3,3,22,C13,test_054.tif,9/19/2022 13:42,Lymph,Benign,,0,0,,74.861,97792,217088,17.088,0.1133,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,225,10.675999999999998,20.767,41.283,0.11599999999999999,2.019,13,31,0.14679756900000002,0.285551247,0.567651184,0,0.0066,0.0731932038834953,0.17
P3,3,27,C6,test_036.tif,9/19/2022 13:46,Lymph,Benign,,0,0,,51.111999999999995,97792,221696,38.444,0.2497,correct,1,16,2771766,0,0.0,0,0,0,0,0,0,0.0,0.0,146,10.065,7.557,24.195999999999998,2.752,6.542000000000001,22,16,0.240685829,0.180711655,0.578602516,0,0.0065,0.11041851851851867,0.5618
P3,3,28,C12,test_053.tif,9/19/2022 13:47,Lymph,Benign,,0,0,,84.241,97792,218624,7.593999999999999,0.05,correct,1,16,8265772,0,0.0,0,0,0,0,0,0,0.0,0.0,238,10.932,14.545,50.818000000000005,0.15,7.796,19,34,0.14328593,0.19064158899999997,0.666072482,0,0.0066,0.10097757847533638,0.2532
P3,3,29,C36,test_115.tif,9/19/2022 13:49,Lymph,Benign,,0,0,,20.997,97792,221184,17.085,0.1112,correct,1,16,722237,0,0.0,0,0,0,0,0,0,0.0,0.0,53,1.452,2.022,7.952000000000001,0.0,9.571,3,2,0.12707859300000002,0.176964817,0.69595659,0,0.0065,0.08817368421052636,0.1112
P3,3,33,C45,test_024.tif,9/19/2022 13:51,Lymph,Benign,,0,0,,43.658,97792,221184,17.085,0.1112,correct,1,16,1648700,0,0.0,0,0,0,0,0,0,0.0,0.0,125,8.942,8.593,17.827,0.784,7.5120000000000005,10,16,0.252870313,0.24300096100000002,0.504128726,0,0.0065,0.11029245283018882,0.2503
P3,3,37,C26,test_085.tif,9/19/2022 13:59,Lymph,Benign,,0,0,,56.152,97792,220672,2.658,0.0173,correct,1,16,1420861,0,0.0,0,0,0,0,0,0,0.0,0.0,157,8.058,19.233,21.099,0.3,7.462000000000001,13,17,0.166522009,0.397458153,0.43601983899999996,0,0.0065,0.14565277777777794,1.0
P3,3,51,C43,test_014.tif,9/19/2022 14:09,Lymph,Benign,,0,0,,39.166,110592,100352,0.7490000000000001,0.0143,correct,1,16,5037918,0,0.0,0,0,0,0,0,0,0.0,0.0,110,6.622999999999999,8.453,16.482,7.59,0.018000000000000002,12,14,0.209867545,0.267856011,0.522276443,0,0.0143,0.06531340206185561,0.2452
P3,3,52,C8,test_045.tif,9/19/2022 14:10,Lymph,Benign,,0,0,,20.254,97792,221184,17.085,0.1112,correct,1,16,1786371,0,0.0,0,0,0,0,0,0,0.0,0.0,54,0.985,6.16,4.0969999999999995,0.1,8.912,4,3,0.08761786199999999,0.547945205,0.36443693299999996,0,0.0065,0.07152500000000003,0.1112
P3,3,55,C28,test_095.tif,9/19/2022 14:11,Lymph,Benign,,0,0,,34.286,110592,57344,7.593999999999999,0.1455,correct,1,16,3504608,0,0.0,0,0,0,0,0,0,0.0,0.0,96,4.92,9.47,12.716,0.0,7.18,8,13,0.18150962899999998,0.349369143,0.46912122799999995,0,0.0192,0.08972558139534895,0.1455
P3,3,57,C57,test_091.tif,9/19/2022 14:12,Lymph,Benign,,0,0,,37.83,97792,221184,25.627,0.1669,correct,1,16,965121,0,0.0,0,0,0,0,0,0,0.0,0.0,109,4.59,6.478,25.261999999999997,0.5329999999999999,0.9670000000000001,12,14,0.126341866,0.178309937,0.6953481970000001,0,0.0065,0.09204479166666672,0.3754
P4,2,1,C8,test_045.tif,9/21/2022 9:50,Lymph,Benign,,0,0,,104.177,97792,221184,86.49,0.5631,correct,1,16,1786371,0,0.0,0,0,0,0,0,0,0.0,0.0,283,19.558,39.961999999999996,33.89,0.0,10.767000000000001,6,33,0.209378011,0.42781286799999996,0.362809121,0,0.0065,0.16958499999999965,0.5631
P4,2,10,C43,test_014.tif,9/21/2022 10:06,Lymph,Benign,,0,0,,218.497,110592,100352,0.7490000000000001,0.0143,correct,1,16,5037918,0,0.0,0,0,0,0,0,0,0.0,0.0,631,24.430999999999997,76.89399999999999,105.912,0.133,11.127,11,118,0.11788918,0.371043781,0.511067039,0,0.0143,0.213127467105261,0.8275
P4,2,20,C53,test_058.tif,9/21/2022 10:31,Lymph,Benign,,0,0,,105.48100000000001,94208,100352,7.591,0.109,correct,1,16,5998123,0,0.0,0,0,0,0,0,0,0.0,0.0,310,3.887,47.79600000000001,45.18,0.067,8.551,4,54,0.040128842000000005,0.49343918700000006,0.466431971,0,0.0143,0.14096523178808046,0.3678
P4,2,25,C57,test_091.tif,9/21/2022 10:37,Lymph,Benign,,0,0,,88.14299999999999,97792,221184,25.627,0.1669,correct,1,16,965121,0,0.0,0,0,0,0,0,0,0.0,0.0,225,12.359000000000002,34.093,40.736,0.23399999999999999,0.721,8,46,0.14175115800000002,0.391028582,0.46722026,0,0.0065,0.13171266968325734,0.1669
P4,2,28,C26,test_085.tif,9/21/2022 10:40,Lymph,Benign,,0,0,,109.704,97792,220672,25.631999999999998,0.1672,correct,1,16,1420861,0,0.0,0,0,0,0,0,0,0.0,0.0,294,14.744000000000002,39.266,49.108000000000004,0.1,6.486000000000001,8,37,0.142981827,0.380787059,0.476231114,0,0.0065,0.25686607773851494,0.5644
P4,2,29,C22,test_078.tif,9/21/2022 10:42,Lymph,Benign,,0,0,,91.81299999999999,110592,96768,8.846,0.1695,correct,1,16,2814821,0,0.0,0,0,0,0,0,0,0.0,0.0,261,2.537,30.23,50.38399999999999,0.0,8.662,4,72,0.030510758,0.36355545899999997,0.605933783,0,0.0149,0.1479087649402386,0.1695
P4,2,32,C28,test_095.tif,9/21/2022 10:46,Lymph,Benign,,0,0,,74.868,110592,57344,5.063,0.09699999999999999,correct,1,16,3504608,0,0.0,0,0,0,0,0,0,0.0,0.0,207,16.798,32.309,17.930999999999997,0.0,7.83,7,25,0.250574301,0.48195053600000004,0.267475163,0,0.0192,0.19036287128712892,0.7366
P4,2,33,C6,test_036.tif,9/21/2022 10:48,Lymph,Benign,,0,0,,55.31,97792,221696,11.390999999999998,0.07400000000000001,correct,1,16,2771766,0,0.0,0,0,0,0,0,0,0.0,0.0,157,6.608,26.125999999999998,21.895,0.0,0.6809999999999999,5,21,0.120961394,0.47824415600000003,0.40079445,0,0.0065,0.12257254901960789,0.1665
P4,2,43,C45,test_024.tif,9/21/2022 10:55,Lymph,Benign,,0,0,,56.111999999999995,97792,221184,25.627,0.1669,correct,1,16,1648700,0,0.0,0,0,0,0,0,0,0.0,0.0,151,5.571000000000001,19.410999999999998,21.974,1.234,7.922000000000001,4,34,0.118642985,0.41338700100000003,0.467970014,0,0.0065,0.13237724137931012,0.1669
P4,2,44,C36,test_115.tif,9/21/2022 10:56,Lymph,Benign,,0,0,,33.927,97792,221184,25.627,0.1669,correct,1,16,722237,0,0.0,0,0,0,0,0,0,0.0,0.0,94,2.185,12.744000000000002,10.255999999999998,0.8690000000000001,7.872999999999999,4,12,0.08675799099999999,0.506015485,0.407226524,0,0.0065,0.13141123595505622,0.1669
P4,2,46,C12,test_053.tif,9/21/2022 10:57,Lymph,Benign,,0,0,,200.804,97792,218624,25.631,0.1688,correct,1,16,8265772,0,0.0,0,0,0,0,0,0,0.0,0.0,492,5.272,59.118,64.748,62.918,8.748,4,80,0.040824544,0.45778934200000004,0.501386114,0,0.0066,0.10218652968036517,0.2532
P4,2,58,C13,test_054.tif,9/21/2022 12:16,Lymph,Benign,,0,0,,93.771,97792,217088,25.631999999999998,0.17,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,222,3.6710000000000003,30.845,43.732,0.0,15.523,5,51,0.046914937000000004,0.394195379,0.5588896839999999,0,0.0066,0.12465273972602801,0.255
P5,1,2,C22,test_078.tif,9/22/2022 14:27,Lymph,Benign,,0,0,,83.96,110592,96768,0.777,0.0149,correct,1,16,2814821,0,0.0,0,0,0,0,0,0,0.0,0.0,253,17.367,14.602,32.399,19.2,0.392,32,41,0.269807979,0.226851852,0.503340169,0,0.0149,0.16062455357142813,0.5721
P5,1,6,C45,test_024.tif,9/22/2022 14:32,Lymph,Benign,,0,0,,46.387,97792,221184,17.085,0.1112,correct,1,16,1648700,0,0.0,0,0,0,0,0,0,0.0,0.0,103,9.662,1.675,32.85,0.033,2.167,18,6,0.21866159699999999,0.037907077000000004,0.743431326,0,0.0065,0.12371818181818188,0.5631
P5,1,8,C13,test_054.tif,9/22/2022 14:34,Lymph,Benign,,0,0,,50.995,97792,217088,5.063,0.0336,correct,1,16,3228289,0,0.0,0,0,0,0,0,0,0.0,0.0,144,13.995999999999999,4.238,31.374000000000002,0.41600000000000004,0.971,26,19,0.282131914,0.085429769,0.632438316,0,0.0066,0.13420655737704915,0.5738
P5,1,11,C12,test_053.tif,9/22/2022 14:38,Lymph,Benign,,0,0,,180.153,97792,218624,19.995,0.1317,correct,1,16,8265772,0,0.0,0,0,0,0,0,0,0.0,0.0,484,46.915,13.126,119.721,0.33299999999999996,0.057999999999999996,91,56,0.260983968,0.073018769,0.665997263,0,0.0066,0.23405359801488854,1.0
P5,1,15,C57,test_091.tif,9/22/2022 14:43,Lymph,Benign,,0,0,,36.159,97792,221184,3.375,0.022000000000000002,correct,1,16,965121,0,0.0,0,0,0,0,0,0,0.0,0.0,94,9.729,2.127,23.941,0.316,0.046,24,10,0.271782552,0.059418387,0.668799061,0,0.0065,0.10778125000000008,0.5631
P5,1,18,C36,test_115.tif,9/22/2022 14:45,Lymph,Benign,,0,0,,23.487,97792,221184,17.085,0.1112,correct,1,16,722237,0,0.0,0,0,0,0,0,0,0.0,0.0,43,3.2560000000000002,0.7040000000000001,17.492,0.316,1.719,11,3,0.15178072,0.032817452999999996,0.8154018270000001,0,0.0065,0.1205285714285715,0.3754
P5,1,19,C52,test_043.tif,9/22/2022 14:45,Lymph,Benign,,0,0,,30.12,97792,221184,17.085,0.1112,correct,1,16,1562692,0,0.0,0,0,0,0,0,0,0.0,0.0,88,5.487,3.156,21.264,0.066,0.147,24,10,0.183468753,0.10552713400000001,0.711004113,0,0.022000000000000002,0.1098287500000001,0.3754
P5,1,23,C28,test_095.tif,9/22/2022 14:48,Lymph,Benign,,0,0,,37.256,110592,57344,2.25,0.0431,correct,1,16,3504608,0,0.0,0,0,0,0,0,0,0.0,0.0,110,12.311,0.9990000000000001,23.57,0.36700000000000005,0.009000000000000001,27,5,0.333812364,0.027087852000000003,0.6390997829999999,0,0.0192,0.0766123595505618,0.3274
P5,1,25,C14,test_056.tif,9/22/2022 14:49,Lymph,Benign,,0,0,,99.14399999999999,97792,221184,11.39,0.0742,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,254,26.896,5.2620000000000005,66.59,0.017,0.379,57,25,0.272370073,0.053287155,0.674342771,0,0.0065,0.1351463592233009,0.5631
P5,1,33,C26,test_085.tif,9/22/2022 14:55,Lymph,Benign,,0,0,,29.531999999999996,97792,220672,5.063,0.033,correct,1,16,1420861,0,0.0,0,0,0,0,0,0,0.0,0.0,66,9.857000000000001,0.395,18.971,0.0,0.309,17,2,0.337302809,0.013516751,0.64918044,0,0.0065,0.12214642857142861,0.3763
P5,1,35,C8,test_045.tif,9/22/2022 14:56,Lymph,Benign,,0,0,,26.76,97792,221184,11.39,0.0742,correct,1,16,1786371,0,0.0,0,0,0,0,0,0,0.0,0.0,78,6.555,1.911,17.339000000000002,0.55,0.405,12,9,0.254020539,0.074055416,0.6719240459999999,0,0.0065,0.07534999999999997,0.1669
P5,1,45,C43,test_014.tif,9/22/2022 15:08,Lymph,Benign,,0,0,,46.84,110592,100352,0.7490000000000001,0.0143,correct,1,16,5037918,0,0.0,0,0,0,0,0,0,0.0,0.0,152,14.085,2.677,22.136999999999997,7.656000000000001,0.285,27,12,0.36209157,0.06881925,0.56908918,0,0.0143,0.09049925373134324,0.5516
P5,1,52,C6,test_036.tif,9/22/2022 15:12,Lymph,Benign,,0,0,,25.383000000000003,97792,221696,7.593999999999999,0.0493,correct,1,16,2771766,0,0.0,0,0,0,0,0,0,0.0,0.0,62,2.736,1.0959999999999999,21.155,0.2,0.196,9,4,0.109496938,0.043862809,0.846640253,0,0.0065,0.0638761363636364,0.1665
P5,1,55,C53,test_058.tif,9/22/2022 15:14,Lymph,Benign,,0,0,,23.896,94208,100352,1.5,0.0215,correct,1,16,5998123,0,0.0,0,0,0,0,0,0,0.0,0.0,76,4.18,3.281,15.99,0.301,0.14400000000000002,13,10,0.17824399800000001,0.139908746,0.681847256,0,0.0143,0.03699117647058826,0.1634
P5,1,58,C38,test_118.tif,9/22/2022 15:17,Lymph,Benign,,0,0,,29.721,97792,218112,25.629,0.1692,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,84,3.555,3.2460000000000004,22.522,0.184,0.214,11,15,0.12123589,0.11069808699999999,0.7680660229999999,0,0.0066,0.14781111111111106,0.3807
P6,3,1,C14,test_056.tif,10/4/2022 7:53,Lymph,Benign,,0,0,,44.396,97792,221184,7.593,0.0494,correct,1,16,3631559,0,0.0,0,0,0,0,0,0,0.0,0.0,128,2.3040000000000003,5.934,29.11,6.922000000000001,0.126,11,26,0.06169005,0.15888401,0.77942594,0,0.0065,0.048975789473684216,0.1112
P6,3,2,C38,test_118.tif,10/4/2022 7:54,Lymph,Benign,,0,0,,54.468999999999994,97792,218112,38.443000000000005,0.2538,correct,1,16,2053146,0,0.0,0,0,0,0,0,0,0.0,0.0,126,5.152,8.134,40.541,0.617,0.025,34,34,0.095714047,0.15111375300000002,0.7531722,0,0.0066,0.23249958677685925,0.5711
